,0
2061,"2, 245760, Note_on_c, 0, 69, 111
"
2062,"2, 245760, Note_on_c, 0, 63, 111
"
2063,"2, 245760, Note_on_c, 0, 59, 111
"
2064,"2, 245760, Note_on_c, 0, 47, 127
"
2065,"2, 246240, Note_off_c, 0, 69, 80
"
2066,"2, 246240, Note_off_c, 0, 63, 80
"
2067,"2, 246240, Note_off_c, 0, 59, 80
"
2068,"2, 246240, Note_off_c, 0, 47, 80
"
2069,"2, 246240, Note_on_c, 0, 63, 111
"
2070,"2, 246360, Note_off_c, 0, 63, 80
"
2071,"2, 246360, Note_on_c, 0, 57, 111
"
2072,"2, 246480, Note_off_c, 0, 57, 80
"
2073,"2, 246480, Note_on_c, 0, 66, 111
"
2074,"2, 246600, Note_off_c, 0, 66, 80
"
2075,"2, 246600, Note_on_c, 0, 63, 111
"
2076,"2, 246720, Note_off_c, 0, 63, 80
"
2077,"2, 246720, Note_on_c, 0, 69, 111
"
2078,"2, 247200, Note_off_c, 0, 69, 80
"
2079,"2, 247200, Note_on_c, 0, 59, 111
"
2080,"2, 247200, Note_on_c, 0, 57, 111
"
2081,"2, 247200, Note_on_c, 0, 51, 111
"
2082,"2, 247200, Note_on_c, 0, 47, 111
"
2083,"2, 247680, Note_off_c, 0, 59, 80
"
2084,"2, 247680, Note_off_c, 0, 57, 80
"
2085,"2, 247680, Note_off_c, 0, 51, 80
"
2086,"2, 247680, Note_off_c, 0, 47, 80
"
2087,"2, 247680, Note_on_c, 0, 57, 111
"
2088,"2, 247800, Note_off_c, 0, 57, 80
"
2089,"2, 247800, Note_on_c, 0, 54, 111
"
2090,"2, 247920, Note_off_c, 0, 54, 80
"
2091,"2, 247920, Note_on_c, 0, 59, 111
"
2092,"2, 248040, Note_off_c, 0, 59, 80
"
2093,"2, 248040, Note_on_c, 0, 57, 83
"
2094,"2, 248160, Note_off_c, 0, 57, 80
"
2095,"2, 248160, Note_on_c, 0, 63, 111
"
2096,"2, 248640, Note_off_c, 0, 63, 80
"
2097,"2, 248640, Note_on_c, 0, 63, 111
"
2098,"2, 248640, Note_on_c, 0, 57, 111
"
2099,"2, 248640, Note_on_c, 0, 54, 111
"
2100,"2, 248640, Note_on_c, 0, 47, 127
"
2101,"2, 249120, Note_off_c, 0, 63, 80
"
2102,"2, 249120, Note_off_c, 0, 57, 80
"
2103,"2, 249120, Note_off_c, 0, 54, 80
"
2104,"2, 249120, Note_off_c, 0, 47, 80
"
2105,"2, 249120, Note_on_c, 0, 63, 111
"
2106,"2, 249120, Note_on_c, 0, 57, 111
"
2107,"2, 249120, Note_on_c, 0, 54, 111
"
2108,"2, 249120, Note_on_c, 0, 47, 127
"
2109,"2, 249600, Note_off_c, 0, 63, 80
"
2110,"2, 249600, Note_off_c, 0, 57, 80
"
2111,"2, 249600, Note_off_c, 0, 54, 80
"
2112,"2, 249600, Note_off_c, 0, 47, 80
"
2113,"2, 249600, Note_on_c, 0, 66, 111
"
2114,"2, 249600, Note_on_c, 0, 57, 111
"
2115,"2, 250080, Note_off_c, 0, 66, 80
"
2116,"2, 250080, Note_off_c, 0, 57, 80
"
2117,"2, 250080, Note_on_c, 0, 64, 111
"
2118,"2, 250080, Note_on_c, 0, 56, 127
"
2119,"2, 250560, Note_off_c, 0, 64, 80
"
2120,"2, 250560, Note_off_c, 0, 56, 80
"
2121,"2, 251040, Note_on_c, 0, 64, 111
"
2122,"2, 251520, Note_off_c, 0, 64, 80
"
2123,"2, 251520, Note_on_c, 0, 68, 111
"
2124,"2, 251520, Note_on_c, 0, 64, 111
"
2125,"2, 251520, Note_on_c, 0, 59, 111
"
2126,"2, 251520, Note_on_c, 0, 56, 127
"
2127,"2, 252000, Note_off_c, 0, 68, 80
"
2128,"2, 252000, Note_off_c, 0, 64, 80
"
2129,"2, 252000, Note_off_c, 0, 59, 80
"
2130,"2, 252000, Note_off_c, 0, 56, 80
"
2131,"2, 252000, Note_on_c, 0, 49, 111
"
2132,"2, 252120, Note_off_c, 0, 49, 80
"
2133,"2, 252120, Note_on_c, 0, 45, 127
"
2134,"2, 252240, Note_off_c, 0, 45, 80
"
2135,"2, 252240, Note_on_c, 0, 52, 111
"
2136,"2, 252360, Note_off_c, 0, 52, 80
"
2137,"2, 252360, Note_on_c, 0, 49, 111
"
2138,"2, 252480, Note_off_c, 0, 49, 80
"
2139,"2, 252480, Note_on_c, 0, 57, 111
"
2140,"2, 252960, Note_off_c, 0, 57, 80
"
2141,"2, 252960, Note_on_c, 0, 73, 111
"
2142,"2, 252960, Note_on_c, 0, 69, 111
"
2143,"2, 252960, Note_on_c, 0, 64, 111
"
2144,"2, 252960, Note_on_c, 0, 61, 111
"
2145,"2, 253440, Note_off_c, 0, 73, 80
"
2146,"2, 253440, Note_off_c, 0, 69, 80
"
2147,"2, 253440, Note_off_c, 0, 64, 80
"
2148,"2, 253440, Note_off_c, 0, 61, 80
"
2149,"2, 253440, Note_on_c, 0, 51, 111
"
2150,"2, 253560, Note_off_c, 0, 51, 80
"
2151,"2, 253560, Note_on_c, 0, 47, 111
"
2152,"2, 253680, Note_off_c, 0, 47, 80
"
2153,"2, 253680, Note_on_c, 0, 54, 111
"
2154,"2, 253800, Note_off_c, 0, 54, 80
"
2155,"2, 253800, Note_on_c, 0, 51, 111
"
2156,"2, 253920, Note_off_c, 0, 51, 80
"
2157,"2, 253920, Note_on_c, 0, 59, 111
"
2158,"2, 254040, Tempo, 454545
"
2159,"2, 254160, Tempo, 458015
"
2160,"2, 254280, Tempo, 461538
"
2161,"2, 254400, Tempo, 465116
"
2162,"2, 254400, Note_off_c, 0, 59, 80
"
2163,"2, 254400, Note_on_c, 0, 75, 111
"
2164,"2, 254400, Note_on_c, 0, 71, 111
"
2165,"2, 254400, Note_on_c, 0, 66, 111
"
2166,"2, 254400, Note_on_c, 0, 59, 111
"
2167,"2, 254520, Tempo, 468750
"
2168,"2, 254640, Tempo, 472440
"
2169,"2, 254760, Tempo, 480000
"
2170,"2, 254880, Tempo, 483870
"
2171,"2, 254880, Note_off_c, 0, 75, 80
"
2172,"2, 254880, Note_off_c, 0, 71, 80
"
2173,"2, 254880, Note_off_c, 0, 66, 80
"
2174,"2, 254880, Note_off_c, 0, 59, 80
"
2175,"2, 254880, Note_on_c, 0, 59, 127
"
2176,"2, 254880, Note_on_c, 0, 47, 127
"
2177,"2, 255000, Tempo, 487804
"
2178,"2, 255120, Tempo, 491803
"
2179,"2, 255240, Tempo, 495867
"
2180,"2, 255360, Tempo, 500000
"
2181,"2, 255360, Note_off_c, 0, 59, 80
"
2182,"2, 255360, Note_off_c, 0, 47, 80
"
2183,"2, 255360, Note_on_c, 0, 76, 127
"
2184,"2, 255360, Note_on_c, 0, 68, 127
"
2185,"2, 255360, Note_on_c, 0, 64, 127
"
2186,"2, 255840, Note_off_c, 0, 76, 80
"
2187,"2, 255840, Note_off_c, 0, 68, 80
"
2188,"2, 255840, Note_off_c, 0, 64, 80
"
2189,"2, 255840, Note_on_c, 0, 40, 127
"
2190,"2, 256320, Note_off_c, 0, 40, 80
"
2191,"2, 256320, End_track
"
2192,"3, 0, Start_track
"
2193,"3, 0, Title_t, ""guitare nylon""
"
2194,"3, 0, MIDI_port, 0
"
2195,"3, 0, Channel_prefix, 3
"
2196,"3, 0, Channel_prefix, 4
"
2197,"3, 0, Control_c, 2, 100, 0
"
2198,"3, 0, Control_c, 2, 101, 0
"
2199,"3, 0, Control_c, 3, 100, 0
"
2200,"3, 0, Control_c, 3, 101, 0
"
2201,"3, 0, Control_c, 2, 7, 121
"
2202,"3, 0, Control_c, 3, 7, 121
"
2203,"3, 0, Control_c, 2, 10, 64
"
2204,"3, 0, Control_c, 3, 10, 64
"
2205,"3, 0, Control_c, 2, 93, 0
"
2206,"3, 0, Control_c, 3, 93, 0
"
2207,"3, 0, Control_c, 2, 91, 127
"
2208,"3, 0, Control_c, 3, 91, 127
"
2209,"3, 0, Program_c, 2, 24
"
2210,"3, 0, Program_c, 3, 24
"
2211,"3, 0, Control_c, 3, 6, 8
"
2212,"3, 960, Note_on_c, 2, 59, 111
"
2213,"3, 960, Note_on_c, 2, 56, 111
"
2214,"3, 960, Note_on_c, 2, 52, 111
"
2215,"3, 1440, Note_off_c, 2, 59, 80
"
2216,"3, 1440, Note_off_c, 2, 56, 80
"
2217,"3, 1440, Note_off_c, 2, 52, 80
"
2218,"3, 2400, Note_on_c, 2, 56, 127
"
2219,"3, 2400, Note_on_c, 2, 52, 111
"
2220,"3, 2400, Note_on_c, 2, 40, 111
"
2221,"3, 2880, Note_off_c, 2, 56, 80
"
2222,"3, 2880, Note_off_c, 2, 52, 80
"
2223,"3, 2880, Note_off_c, 2, 40, 80
"
2224,"3, 4800, Note_on_c, 2, 54, 111
"
2225,"3, 4800, Note_on_c, 2, 47, 127
"
2226,"3, 5760, Note_off_c, 2, 54, 80
"
2227,"3, 5760, Note_off_c, 2, 47, 80
"
2228,"3, 10560, Note_on_c, 2, 40, 111
"
2229,"3, 11520, Note_off_c, 2, 40, 80
"
2230,"3, 12480, Note_on_c, 2, 59, 111
"
2231,"3, 12480, Note_on_c, 2, 56, 111
"
2232,"3, 12480, Note_on_c, 2, 52, 111
"
2233,"3, 12960, Note_off_c, 2, 59, 80
"
2234,"3, 12960, Note_off_c, 2, 56, 80
"
2235,"3, 12960, Note_off_c, 2, 52, 80
"
2236,"3, 13920, Note_on_c, 2, 56, 127
"
2237,"3, 13920, Note_on_c, 2, 52, 111
"
2238,"3, 13920, Note_on_c, 2, 40, 111
"
2239,"3, 14400, Note_off_c, 2, 56, 80
"
2240,"3, 14400, Note_off_c, 2, 52, 80
"
2241,"3, 14400, Note_off_c, 2, 40, 80
"
2242,"3, 16320, Note_on_c, 2, 54, 111
"
2243,"3, 16320, Note_on_c, 2, 47, 127
"
2244,"3, 17280, Note_off_c, 2, 54, 80
"
2245,"3, 17280, Note_off_c, 2, 47, 80
"
2246,"3, 22080, Note_on_c, 2, 40, 111
"
2247,"3, 23040, Note_off_c, 2, 40, 80
"
2248,"3, 37920, Note_on_c, 2, 51, 111
"
2249,"3, 38160, Note_off_c, 2, 51, 80
"
2250,"3, 38160, Note_on_c, 2, 58, 111
"
2251,"3, 38400, Note_off_c, 2, 58, 80
"
2252,"3, 38400, Note_on_c, 2, 54, 111
"
2253,"3, 38640, Note_off_c, 2, 54, 80
"
2254,"3, 38640, Note_on_c, 2, 58, 111
"
2255,"3, 38880, Note_off_c, 2, 58, 80
"
2256,"3, 38880, Note_on_c, 2, 51, 111
"
2257,"3, 39120, Note_off_c, 2, 51, 80
"
2258,"3, 39120, Note_on_c, 2, 58, 111
"
2259,"3, 39360, Note_off_c, 2, 58, 80
"
2260,"3, 39360, Note_on_c, 2, 53, 111
"
2261,"3, 39600, Note_off_c, 2, 53, 80
"
2262,"3, 39600, Note_on_c, 2, 58, 111
"
2263,"3, 39840, Note_off_c, 2, 58, 80
"
2264,"3, 39840, Note_on_c, 2, 56, 127
"
2265,"3, 40080, Note_off_c, 2, 56, 80
"
2266,"3, 40080, Note_on_c, 2, 58, 111
"
2267,"3, 40320, Note_off_c, 2, 58, 80
"
2268,"3, 40320, Note_on_c, 2, 53, 111
"
2269,"3, 40560, Note_off_c, 2, 53, 80
"
2270,"3, 40560, Note_on_c, 2, 58, 111
"
2271,"3, 40800, Note_off_c, 2, 58, 80
"
2272,"3, 40800, Note_on_c, 2, 54, 111
"
2273,"3, 41040, Note_off_c, 2, 54, 80
"
2274,"3, 41040, Note_on_c, 2, 58, 111
"
2275,"3, 41280, Note_off_c, 2, 58, 80
"
2276,"3, 41280, Note_on_c, 2, 53, 111
"
2277,"3, 41520, Note_off_c, 2, 53, 80
"
2278,"3, 41520, Note_on_c, 2, 56, 127
"
2279,"3, 41760, Note_off_c, 2, 56, 80
"
2280,"3, 41760, Note_on_c, 2, 51, 111
"
2281,"3, 42000, Note_off_c, 2, 51, 80
"
2282,"3, 42000, Note_on_c, 2, 54, 111
"
2283,"3, 42240, Note_off_c, 2, 54, 80
"
2284,"3, 42240, Note_on_c, 2, 44, 111
"
2285,"3, 42480, Note_off_c, 2, 44, 80
"
2286,"3, 42480, Note_on_c, 2, 56, 127
"
2287,"3, 42720, Note_off_c, 2, 56, 80
"
2288,"3, 42720, Note_on_c, 2, 46, 127
"
2289,"3, 42960, Note_off_c, 2, 46, 80
"
2290,"3, 42960, Note_on_c, 2, 54, 111
"
2291,"3, 43200, Note_off_c, 2, 54, 80
"
2292,"3, 43200, Note_on_c, 2, 56, 127
"
2293,"3, 43200, Note_on_c, 2, 46, 127
"
2294,"3, 43680, Note_off_c, 2, 56, 80
"
2295,"3, 43680, Note_off_c, 2, 46, 80
"
2296,"3, 43680, Note_on_c, 2, 51, 111
"
2297,"3, 43920, Note_off_c, 2, 51, 80
"
2298,"3, 43920, Note_on_c, 2, 58, 111
"
2299,"3, 44160, Note_off_c, 2, 58, 80
"
2300,"3, 44400, Note_on_c, 2, 58, 111
"
2301,"3, 44640, Note_off_c, 2, 58, 80
"
2302,"3, 44640, Note_on_c, 2, 51, 111
"
2303,"3, 44880, Note_off_c, 2, 51, 80
"
2304,"3, 44880, Note_on_c, 2, 58, 111
"
2305,"3, 45120, Note_off_c, 2, 58, 80
"
2306,"3, 45120, Note_on_c, 2, 53, 111
"
2307,"3, 45360, Note_off_c, 2, 53, 80
"
2308,"3, 45360, Note_on_c, 2, 58, 111
"
2309,"3, 45600, Note_off_c, 2, 58, 80
"
2310,"3, 45600, Note_on_c, 2, 56, 127
"
2311,"3, 45840, Note_off_c, 2, 56, 80
"
2312,"3, 45840, Note_on_c, 2, 58, 111
"
2313,"3, 46080, Note_off_c, 2, 58, 80
"
2314,"3, 46080, Note_on_c, 2, 53, 111
"
2315,"3, 46320, Note_off_c, 2, 53, 80
"
2316,"3, 46320, Note_on_c, 2, 58, 111
"
2317,"3, 46560, Note_off_c, 2, 58, 80
"
2318,"3, 46560, Note_on_c, 2, 63, 111
"
2319,"3, 46560, Note_on_c, 2, 58, 111
"
2320,"3, 46560, Note_on_c, 2, 54, 111
"
2321,"3, 48000, Note_off_c, 2, 63, 80
"
2322,"3, 48000, Note_off_c, 2, 58, 80
"
2323,"3, 48000, Note_off_c, 2, 54, 80
"
2324,"3, 48000, Note_on_c, 2, 70, 111
"
2325,"3, 48000, Note_on_c, 2, 61, 111
"
2326,"3, 48000, Note_on_c, 2, 54, 111
"
2327,"3, 49440, Note_off_c, 2, 70, 80
"
2328,"3, 49440, Note_off_c, 2, 61, 80
"
2329,"3, 49440, Note_off_c, 2, 54, 80
"
2330,"3, 49440, Note_on_c, 2, 63, 111
"
2331,"3, 49440, Note_on_c, 2, 54, 111
"
2332,"3, 49440, Note_on_c, 2, 47, 127
"
2333,"3, 50880, Note_off_c, 2, 63, 80
"
2334,"3, 50880, Note_off_c, 2, 54, 80
"
2335,"3, 50880, Note_off_c, 2, 47, 80
"
2336,"3, 50880, Note_on_c, 2, 68, 111
"
2337,"3, 50880, Note_on_c, 2, 59, 111
"
2338,"3, 50880, Note_on_c, 2, 52, 111
"
2339,"3, 52320, Note_off_c, 2, 68, 80
"
2340,"3, 52320, Note_off_c, 2, 59, 80
"
2341,"3, 52320, Note_off_c, 2, 52, 80
"
2342,"3, 52320, Note_on_c, 2, 61, 111
"
2343,"3, 52320, Note_on_c, 2, 52, 111
"
2344,"3, 52320, Note_on_c, 2, 45, 127
"
2345,"3, 53760, Note_off_c, 2, 61, 80
"
2346,"3, 53760, Note_off_c, 2, 52, 80
"
2347,"3, 53760, Note_off_c, 2, 45, 80
"
2348,"3, 53760, Note_on_c, 2, 63, 111
"
2349,"3, 53760, Note_on_c, 2, 59, 111
"
2350,"3, 53760, Note_on_c, 2, 42, 95
"
2351,"3, 55200, Note_off_c, 2, 63, 80
"
2352,"3, 55200, Note_off_c, 2, 59, 80
"
2353,"3, 55200, Note_off_c, 2, 42, 80
"
2354,"3, 58560, Note_on_c, 2, 59, 111
"
2355,"3, 58560, Note_on_c, 2, 56, 111
"
2356,"3, 58560, Note_on_c, 2, 52, 111
"
2357,"3, 59040, Note_off_c, 2, 59, 80
"
2358,"3, 59040, Note_off_c, 2, 56, 80
"
2359,"3, 59040, Note_off_c, 2, 52, 80
"
2360,"3, 60000, Note_on_c, 2, 56, 127
"
2361,"3, 60000, Note_on_c, 2, 52, 111
"
2362,"3, 60000, Note_on_c, 2, 40, 111
"
2363,"3, 60480, Note_off_c, 2, 56, 80
"
2364,"3, 60480, Note_off_c, 2, 52, 80
"
2365,"3, 60480, Note_off_c, 2, 40, 80
"
2366,"3, 62400, Note_on_c, 2, 54, 111
"
2367,"3, 62400, Note_on_c, 2, 47, 127
"
2368,"3, 63360, Note_off_c, 2, 54, 80
"
2369,"3, 63360, Note_off_c, 2, 47, 80
"
2370,"3, 68160, Note_on_c, 2, 40, 111
"
2371,"3, 69120, Note_off_c, 2, 40, 80
"
2372,"3, 69120, Note_on_c, 2, 56, 127
"
2373,"3, 69240, Note_off_c, 2, 56, 80
"
2374,"3, 69240, Note_on_c, 2, 52, 111
"
2375,"3, 69360, Note_off_c, 2, 52, 80
"
2376,"3, 69360, Note_on_c, 2, 59, 111
"
2377,"3, 69480, Note_off_c, 2, 59, 80
"
2378,"3, 69480, Note_on_c, 2, 56, 127
"
2379,"3, 69600, Note_off_c, 2, 56, 80
"
2380,"3, 89760, Note_on_c, 2, 51, 111
"
2381,"3, 90000, Note_off_c, 2, 51, 80
"
2382,"3, 90000, Note_on_c, 2, 58, 111
"
2383,"3, 90240, Note_off_c, 2, 58, 80
"
2384,"3, 90240, Note_on_c, 2, 54, 111
"
2385,"3, 90480, Note_off_c, 2, 54, 80
"
2386,"3, 90480, Note_on_c, 2, 58, 111
"
2387,"3, 90720, Note_off_c, 2, 58, 80
"
2388,"3, 90720, Note_on_c, 2, 51, 111
"
2389,"3, 90960, Note_off_c, 2, 51, 80
"
2390,"3, 90960, Note_on_c, 2, 58, 111
"
2391,"3, 91200, Note_off_c, 2, 58, 80
"
2392,"3, 91200, Note_on_c, 2, 53, 111
"
2393,"3, 91440, Note_off_c, 2, 53, 80
"
2394,"3, 91440, Note_on_c, 2, 58, 111
"
2395,"3, 91680, Note_off_c, 2, 58, 80
"
2396,"3, 91680, Note_on_c, 2, 56, 127
"
2397,"3, 91920, Note_off_c, 2, 56, 80
"
2398,"3, 91920, Note_on_c, 2, 58, 111
"
2399,"3, 92160, Note_off_c, 2, 58, 80
"
2400,"3, 92160, Note_on_c, 2, 53, 111
"
2401,"3, 92400, Note_off_c, 2, 53, 80
"
2402,"3, 92400, Note_on_c, 2, 58, 111
"
2403,"3, 92640, Note_off_c, 2, 58, 80
"
2404,"3, 92640, Note_on_c, 2, 54, 111
"
2405,"3, 92880, Note_off_c, 2, 54, 80
"
2406,"3, 92880, Note_on_c, 2, 58, 111
"
2407,"3, 93120, Note_off_c, 2, 58, 80
"
2408,"3, 93120, Note_on_c, 2, 53, 111
"
2409,"3, 93360, Note_off_c, 2, 53, 80
"
2410,"3, 93360, Note_on_c, 2, 56, 127
"
2411,"3, 93600, Note_off_c, 2, 56, 80
"
2412,"3, 93600, Note_on_c, 2, 51, 111
"
2413,"3, 93840, Note_off_c, 2, 51, 80
"
2414,"3, 93840, Note_on_c, 2, 54, 111
"
2415,"3, 94080, Note_off_c, 2, 54, 80
"
2416,"3, 94080, Note_on_c, 2, 44, 111
"
2417,"3, 94320, Note_off_c, 2, 44, 80
"
2418,"3, 94320, Note_on_c, 2, 56, 127
"
2419,"3, 94560, Note_off_c, 2, 56, 80
"
2420,"3, 94560, Note_on_c, 2, 46, 127
"
2421,"3, 94800, Note_off_c, 2, 46, 80
"
2422,"3, 94800, Note_on_c, 2, 54, 111
"
2423,"3, 95040, Note_off_c, 2, 54, 80
"
2424,"3, 95040, Note_on_c, 2, 56, 127
"
2425,"3, 95040, Note_on_c, 2, 46, 127
"
2426,"3, 95520, Note_off_c, 2, 56, 80
"
2427,"3, 95520, Note_off_c, 2, 46, 80
"
2428,"3, 95520, Note_on_c, 2, 51, 111
"
2429,"3, 95760, Note_off_c, 2, 51, 80
"
2430,"3, 95760, Note_on_c, 2, 58, 111
"
2431,"3, 96000, Note_off_c, 2, 58, 80
"
2432,"3, 96240, Note_on_c, 2, 58, 111
"
2433,"3, 96480, Note_off_c, 2, 58, 80
"
2434,"3, 96480, Note_on_c, 2, 51, 111
"
2435,"3, 96720, Note_off_c, 2, 51, 80
"
2436,"3, 96720, Note_on_c, 2, 58, 111
"
2437,"3, 96960, Note_off_c, 2, 58, 80
"
2438,"3, 96960, Note_on_c, 2, 53, 111
"
2439,"3, 97200, Note_off_c, 2, 53, 80
"
2440,"3, 97200, Note_on_c, 2, 58, 111
"
2441,"3, 97440, Note_off_c, 2, 58, 80
"
2442,"3, 97440, Note_on_c, 2, 56, 127
"
2443,"3, 97680, Note_off_c, 2, 56, 80
"
2444,"3, 97680, Note_on_c, 2, 58, 111
"
2445,"3, 97920, Note_off_c, 2, 58, 80
"
2446,"3, 97920, Note_on_c, 2, 53, 111
"
2447,"3, 98160, Note_off_c, 2, 53, 80
"
2448,"3, 98160, Note_on_c, 2, 58, 111
"
2449,"3, 98400, Note_off_c, 2, 58, 80
"
2450,"3, 98400, Note_on_c, 2, 63, 111
"
2451,"3, 98400, Note_on_c, 2, 58, 111
"
2452,"3, 98400, Note_on_c, 2, 54, 111
"
2453,"3, 99840, Note_off_c, 2, 63, 80
"
2454,"3, 99840, Note_off_c, 2, 58, 80
"
2455,"3, 99840, Note_off_c, 2, 54, 80
"
2456,"3, 99840, Note_on_c, 2, 70, 111
"
2457,"3, 99840, Note_on_c, 2, 61, 111
"
2458,"3, 99840, Note_on_c, 2, 54, 111
"
2459,"3, 101280, Note_off_c, 2, 70, 80
"
2460,"3, 101280, Note_off_c, 2, 61, 80
"
2461,"3, 101280, Note_off_c, 2, 54, 80
"
2462,"3, 101280, Note_on_c, 2, 63, 111
"
2463,"3, 101280, Note_on_c, 2, 54, 111
"
2464,"3, 101280, Note_on_c, 2, 47, 127
"
2465,"3, 102720, Note_off_c, 2, 63, 80
"
2466,"3, 102720, Note_off_c, 2, 54, 80
"
2467,"3, 102720, Note_off_c, 2, 47, 80
"
2468,"3, 102720, Note_on_c, 2, 68, 111
"
2469,"3, 102720, Note_on_c, 2, 59, 111
"
2470,"3, 102720, Note_on_c, 2, 52, 111
"
2471,"3, 104160, Note_off_c, 2, 68, 80
"
2472,"3, 104160, Note_off_c, 2, 59, 80
"
2473,"3, 104160, Note_off_c, 2, 52, 80
"
2474,"3, 104160, Note_on_c, 2, 61, 111
"
2475,"3, 104160, Note_on_c, 2, 52, 111
"
2476,"3, 104160, Note_on_c, 2, 45, 127
"
2477,"3, 105600, Note_off_c, 2, 61, 80
"
2478,"3, 105600, Note_off_c, 2, 52, 80
"
2479,"3, 105600, Note_off_c, 2, 45, 80
"
2480,"3, 105600, Note_on_c, 2, 63, 111
"
2481,"3, 105600, Note_on_c, 2, 59, 111
"
2482,"3, 105600, Note_on_c, 2, 42, 95
"
2483,"3, 107040, Note_off_c, 2, 63, 80
"
2484,"3, 107040, Note_off_c, 2, 59, 80
"
2485,"3, 107040, Note_off_c, 2, 42, 80
"
2486,"3, 110400, Note_on_c, 2, 59, 111
"
2487,"3, 110400, Note_on_c, 2, 56, 111
"
2488,"3, 110400, Note_on_c, 2, 52, 111
"
2489,"3, 110880, Note_off_c, 2, 59, 80
"
2490,"3, 110880, Note_off_c, 2, 56, 80
"
2491,"3, 110880, Note_off_c, 2, 52, 80
"
2492,"3, 111840, Note_on_c, 2, 56, 127
"
2493,"3, 111840, Note_on_c, 2, 52, 111
"
2494,"3, 111840, Note_on_c, 2, 40, 111
"
2495,"3, 112320, Note_off_c, 2, 56, 80
"
2496,"3, 112320, Note_off_c, 2, 52, 80
"
2497,"3, 112320, Note_off_c, 2, 40, 80
"
2498,"3, 114240, Note_on_c, 2, 54, 111
"
2499,"3, 114240, Note_on_c, 2, 47, 127
"
2500,"3, 115200, Note_off_c, 2, 54, 80
"
2501,"3, 115200, Note_off_c, 2, 47, 80
"
2502,"3, 120000, Note_on_c, 2, 40, 111
"
2503,"3, 120960, Note_off_c, 2, 40, 80
"
2504,"3, 120960, Note_on_c, 2, 56, 127
"
2505,"3, 121080, Note_off_c, 2, 56, 80
"
2506,"3, 121080, Note_on_c, 2, 52, 111
"
2507,"3, 121200, Note_off_c, 2, 52, 80
"
2508,"3, 121200, Note_on_c, 2, 59, 111
"
2509,"3, 121320, Note_off_c, 2, 59, 80
"
2510,"3, 121320, Note_on_c, 2, 56, 127
"
2511,"3, 121440, Note_off_c, 2, 56, 80
"
2512,"3, 127200, Note_on_c, 2, 52, 111
"
2513,"3, 127440, Note_off_c, 2, 52, 80
"
2514,"3, 127440, Note_on_c, 2, 59, 111
"
2515,"3, 127680, Note_off_c, 2, 59, 80
"
2516,"3, 127680, Note_on_c, 2, 54, 111
"
2517,"3, 127920, Note_off_c, 2, 54, 80
"
2518,"3, 127920, Note_on_c, 2, 59, 111
"
2519,"3, 128160, Note_off_c, 2, 59, 80
"
2520,"3, 128160, Note_on_c, 2, 55, 127
"
2521,"3, 128400, Note_off_c, 2, 55, 80
"
2522,"3, 128400, Note_on_c, 2, 59, 111
"
2523,"3, 128640, Note_off_c, 2, 59, 80
"
2524,"3, 128640, Note_on_c, 2, 57, 111
"
2525,"3, 128880, Note_off_c, 2, 57, 80
"
2526,"3, 128880, Note_on_c, 2, 59, 111
"
2527,"3, 129120, Note_off_c, 2, 59, 80
"
2528,"3, 129120, Note_on_c, 2, 55, 127
"
2529,"3, 129360, Note_off_c, 2, 55, 80
"
2530,"3, 129360, Note_on_c, 2, 64, 111
"
2531,"3, 129600, Note_off_c, 2, 64, 80
"
2532,"3, 129600, Note_on_c, 2, 54, 111
"
2533,"3, 129840, Note_off_c, 2, 54, 80
"
2534,"3, 129840, Note_on_c, 2, 59, 111
"
2535,"3, 130080, Note_off_c, 2, 59, 80
"
2536,"3, 130080, Note_on_c, 2, 52, 111
"
2537,"3, 130320, Note_off_c, 2, 52, 80
"
2538,"3, 130320, Note_on_c, 2, 59, 111
"
2539,"3, 130560, Note_off_c, 2, 59, 80
"
2540,"3, 130560, Note_on_c, 2, 54, 111
"
2541,"3, 130800, Note_off_c, 2, 54, 80
"
2542,"3, 130800, Note_on_c, 2, 59, 111
"
2543,"3, 131040, Note_off_c, 2, 59, 80
"
2544,"3, 131040, Note_on_c, 2, 55, 127
"
2545,"3, 131280, Note_off_c, 2, 55, 80
"
2546,"3, 131280, Note_on_c, 2, 59, 111
"
2547,"3, 131520, Note_off_c, 2, 59, 80
"
2548,"3, 131520, Note_on_c, 2, 57, 111
"
2549,"3, 131760, Note_off_c, 2, 57, 80
"
2550,"3, 131760, Note_on_c, 2, 59, 111
"
2551,"3, 132000, Note_off_c, 2, 59, 80
"
2552,"3, 132000, Note_on_c, 2, 55, 127
"
2553,"3, 132240, Note_off_c, 2, 55, 80
"
2554,"3, 132240, Note_on_c, 2, 64, 111
"
2555,"3, 132480, Note_off_c, 2, 64, 80
"
2556,"3, 132480, Note_on_c, 2, 54, 111
"
2557,"3, 132720, Note_off_c, 2, 54, 80
"
2558,"3, 132720, Note_on_c, 2, 59, 111
"
2559,"3, 132960, Note_off_c, 2, 59, 80
"
2560,"3, 132960, Note_on_c, 2, 52, 111
"
2561,"3, 133200, Note_off_c, 2, 52, 80
"
2562,"3, 133200, Note_on_c, 2, 59, 111
"
2563,"3, 133440, Note_off_c, 2, 59, 80
"
2564,"3, 133440, Note_on_c, 2, 50, 111
"
2565,"3, 133680, Note_off_c, 2, 50, 80
"
2566,"3, 133680, Note_on_c, 2, 59, 111
"
